iter	Passed	Remaining
1659	101889	20868
1660	101950	20807
1661	102017	20747
1662	102075	20685
1663	102137	20624
1664	102195	20561
1665	102256	20500
1666	102314	20438
1667	102373	20376
1668	102432	20314
1669	102487	20251
1670	102541	20189
1671	102590	20125
1672	102655	20064
1673	102736	20007
1674	102810	19948
1675	102879	19888
1676	102936	19826
1677	102996	19764
1678	103061	19703
1679	103139	19645
1680	103195	19583
1681	103251	19520
1682	103327	19462
1683	103397	19402
1684	103450	19339
1685	103521	19279
1686	103602	19221
1687	103667	19161
1688	103735	19101
1689	103793	19038
1690	103846	18976
1691	103908	18914
1692	103965	18852
1693	104031	18791
1694	104080	18728
1695	104138	18666
1696	104202	18605
1697	104260	18543
1698	104317	18481
1699	104373	18418
1700	104442	18358
1701	104499	18296
1702	104553	18233
1703	104615	18172
1704	104677	18111
1705	104729	18048
1706	104796	17987
1707	104850	17925
1708	104909	17863
1709	104971	17802
1710	105046	17743
1711	105111	17682
1712	105167	17620
1713	105229	17558
1714	105292	17497
1715	105351	17435
1716	105406	17373
1717	105475	17313
1718	105531	17250
1719	105593	17189
1720	105658	17128
1721	105735	17069
1722	105805	17009
1723	105867	16948
1724	105922	16886
1725	105979	16824
1726	106051	16764
1727	106109	16702
1728	106171	16641
1729	106231	16579
1730	106302	16519
1731	106371	16459
1732	106436	16398
1733	106508	16338
1734	106569	16277
1735	106638	16216
1736	106701	16155
1737	106761	16094
1738	106828	16033
1739	106897	15973
1740	106959	15911
1741	107013	15849
1742	107078	15788
1743	107133	15726
1744	107190	15664
1745	107258	15603
1746	107313	15541
1747	107363	15477
1748	107416	15415
1749	107474	15353
1750	107542	15293
1751	107609	15232
1752	107675	15171
1753	107728	15109
1754	107802	15049
1755	107887	14991
1756	107969	14932
1757	108046	14873
1758	108107	14811
1759	108169	14750
1760	108235	14689
1761	108305	14629
1762	108369	14568
1763	108431	14506
1764	108492	14445
1765	108544	14382
1766	108603	14320
1767	108664	14259
1768	108721	14197
1769	108787	14136
1770	108853	14075
1771	108942	14017
1772	109004	13956
1773	109059	13893
1774	109127	13833
1775	109190	13771
1776	109240	13708
1777	109299	13647
1778	109349	13584
1779	109416	13523
1780	109470	13461
1781	109540	13400
1782	109597	13338
1783	109648	13275
1784	109716	13215
1785	109779	13153
1786	109856	13094
1787	109919	13032
1788	109973	12970
1789	110036	12909
1790	110103	12848
1791	110161	12786
1792	110223	12725
1793	110285	12663
1794	110346	12602
1795	110396	12539
1796	110459	12478
1797	110528	12417
1798	110584	12355
1799	110638	12293
1800	110701	12231
1801	110759	12170
1802	110830	12109
1803	110894	12048
1804	110956	11986
1805	111014	11925
1806	111094	11865
1807	111152	11803
1808	111206	11741
1809	111271	11680
1810	111345	11620
1811	111412	11559
1812	111483	11498
1813	111555	11438
1814	111618	11377
1815	111692	11316
1816	111755	11255
1817	111812	11193
1818	111889	11133
1819	111941	11071
1820	111994	11008
1821	112046	10946
1822	112104	10884
1823	112180	10824
1824	112246	10763
1825	112313	10702
1826	112377	10641
1827	112438	10579
1828	112494	10517
1829	112553	10455
1830	112612	10394
1831	112673	10332
1832	112723	10269
1833	112791	10209
1834	112847	10147
1835	112915	10086
1836	112970	10024
1837	113032	9962
1838	113102	9901
1839	113168	9840
1840	113235	9779
1841	113301	9718
1842	113370	9657
1843	113430	9596
1844	113490	9534
1845	113541	9472
1846	113597	9410
1847	113662	9348
1848	113728	9287
1849	113787	9226
1850	113838	9163
1851	113902	9102
1852	113969	9041
1853	114030	8979
1854	114093	8918
1855	114148	8856
1856	114201	8794
1857	114262	8732
1858	114309	8670
1859	114377	8609
1860	114437	8547
1861	114510	8486
1862	114572	8425
1863	114642	8364
1864	114702	8302
1865	114764	8241
1866	114819	8179
1867	114878	8117
1868	114946	8056
1869	115013	7995
1870	115068	7933
1871	115126	7871
1872	115174	7809
1873	115221	7747
1874	115272	7684
1875	115339	7623
1876	115390	7561
1877	115445	7499
1878	115503	7437
1879	115566	7376
1880	115634	7315
1881	115701	7254
1882	115760	7192
1883	115821	7131
1884	115890	7070
1885	115952	7008
1886	116014	6947
1887	116076	6885
1888	116140	6824
1889	116196	6762
1890	116260	6701
1891	116328	6640
1892	116392	6578
1893	116471	6518
1894	116540	6457
1895	116608	6396
1896	116678	6335
1897	116738	6273
1898	116810	6212
1899	116870	6151
1900	116933	6089
1901	116993	6028
1902	117058	5966
1903	117120	5905
1904	117177	5843
1905	117245	5782
1906	117310	5720
1907	117374	5659
1908	117437	5598
1909	117502	5536
1910	117563	5475
1911	117631	5413
1912	117703	5352
1913	117766	5291
1914	117828	5229
1915	117890	5168
1916	117971	5107
1917	118030	5046
1918	118074	4983
1919	118144	4922
1920	118201	4860
1921	118257	4799
1922	118314	4737
1923	118369	4675
1924	118434	4614
1925	118493	4552
1926	118559	4491
1927	118615	4429
1928	118680	4368
1929	118740	4306
1930	118804	4245
1931	118865	4183
1932	118919	4121
1933	118984	4060
1934	119048	3999
1935	119108	3937
1936	119161	3875
1937	119223	3814
1938	119273	3752
1939	119338	3690
1940	119391	3629
1941	119452	3567
1942	119511	3505
1943	119562	3444
1944	119628	3382
1945	119683	3321
1946	119735	3259
1947	119802	3198
1948	119864	3136
1949	119936	3075
1950	120026	3014
1951	120090	2953
1952	120151	2891
1953	120212	2829
1954	120271	2768
1955	120343	2707
1956	120400	2645
1957	120468	2584
1958	120522	2522
1959	120585	2460
1960	120643	2399
1961	120708	2337
1962	120765	2276
1963	120821	2214
1964	120876	2153
1965	120942	2091
1966	121015	2030
1967	121083	1968
1968	121159	1907
1969	121235	1846
1970	121305	1784
1971	121375	1723
1972	121431	1661
1973	121481	1600
1974	121539	1538
1975	121602	1476
1976	121659	1415
1977	121723	1353
1978	121779	1292
1979	121854	1230
1980	121915	1169
1981	121969	1107
1982	122025	1046
1983	122094	984
1984	122157	923
1985	122221	861
1986	122283	800
1987	122346	738
1988	122406	676
1989	122462	615
1990	122525	553
1991	122590	492
1992	122639	430
1993	122701	369
1994	122759	307
1995	122829	246
1996	122891	184
1997	122939	123
1998	122997	61
1999	123053	0
