iter	RMSE
133	0.04483178362
134	0.04473963405
135	0.04470181983
136	0.04465596497
137	0.04460499797
138	0.044554947
139	0.04449702516
140	0.04445353179
141	0.04441516132
142	0.04437165132
143	0.04432339084
144	0.04429008005
145	0.04424698767
146	0.04420864568
147	0.04415920822
148	0.04412654262
149	0.04409298395
150	0.04405608319
151	0.04401440771
152	0.04397146373
153	0.04390084481
154	0.04386480391
155	0.04382854834
156	0.04379691386
157	0.0437534258
158	0.04372016446
159	0.04368724543
160	0.043656084
161	0.04362847027
162	0.0435680712
163	0.04352380098
164	0.04347816701
165	0.04345239271
166	0.04342649241
167	0.04340269327
168	0.04333808212
169	0.0433057918
170	0.04328790756
171	0.04325554866
172	0.04319769936
173	0.04317601017
174	0.04313970204
175	0.04310889021
176	0.04306844754
177	0.04301653594
178	0.04300560488
179	0.04297018564
180	0.04292776492
181	0.04289430585
182	0.04286898894
183	0.04284655307
184	0.04279959367
185	0.04277499368
186	0.04274168434
187	0.04272543999
188	0.04269940207
189	0.04267818709
190	0.04265603034
191	0.04262652976
192	0.04259657432
193	0.04258798837
194	0.0425641161
195	0.04251883072
196	0.04249401668
197	0.04246302917
198	0.04243284785
199	0.04243263918
200	0.04241950278
201	0.04239227273
202	0.04239189434
203	0.04236951483
204	0.04234397986
205	0.04230852428
206	0.0422638416
207	0.04224835568
208	0.04219787125
209	0.04218037449
210	0.04215738041
211	0.04213136907
212	0.04210474049
213	0.04205836892
214	0.04203358249
215	0.04203114757
216	0.04200557806
217	0.04198971935
218	0.0419709009
219	0.04197062433
220	0.04193942807
221	0.04190943681
222	0.04190145501
223	0.04187075188
224	0.04186581198
225	0.04183634446
226	0.04180234379
227	0.04177163646
228	0.04176896589
229	0.04175107953
230	0.04174948256
231	0.04172351429
232	0.04169083786
233	0.04166412375
234	0.04163012526
235	0.0416121216
236	0.04158289428
237	0.04155650711
238	0.04155632713
239	0.04155477788
240	0.04152630148
241	0.04149876902
242	0.04146964963
243	0.04146249701
244	0.04143157533
245	0.04141892749
246	0.04141394245
247	0.04139650352
248	0.04138802863
249	0.04136229026
250	0.04133313971
251	0.04131201054
252	0.0413119883
253	0.04129121492
254	0.04128035034
255	0.04125166842
256	0.04123158716
257	0.04121938913
258	0.04119331906
259	0.04117306089
260	0.04116694157
261	0.04114128419
262	0.04112893468
263	0.04111538427
264	0.04110969308
265	0.04109414569
266	0.04107707762
267	0.04106683071
268	0.04102427604
269	0.04100585074
270	0.04097777778
271	0.04095822822
272	0.04092565982
273	0.040925494
274	0.04090720205
275	0.04090709401
276	0.04089299109
277	0.04089130581
278	0.04086827051
279	0.04086005602
280	0.0408553887
281	0.04083652415
282	0.04080898973
283	0.04079259748
284	0.04076917974
285	0.04075570567
286	0.04073870097
287	0.04073854155
288	0.04072044294
289	0.04070839042
290	0.04069290699
291	0.04068276466
292	0.04067208129
293	0.04065627207
294	0.0406369136
295	0.04062580702
296	0.04060927084
297	0.04059845155
298	0.04058911416
299	0.04057426517
300	0.04056366283
301	0.0405446892
302	0.04049965901
303	0.04048662102
304	0.04046301161
305	0.04044353968
306	0.04042423429
307	0.04040735375
308	0.04039282505
309	0.04038187509
310	0.04036458748
311	0.04035428283
312	0.04031689298
313	0.04031454124
314	0.04027798991
315	0.04026987767
316	0.04025692869
317	0.0402408862
318	0.0402352062
319	0.04022005083
320	0.04019712162
321	0.04018086285
322	0.04016869459
323	0.04014921159
324	0.04013694994
325	0.04011729522
326	0.04011164808
327	0.04010449285
328	0.04008020518
329	0.04006987253
330	0.04005786743
331	0.04004147228
332	0.04002576541
333	0.04001485242
334	0.04000327193
335	0.03998775042
336	0.03997187814
337	0.03996241178
338	0.03995206142
339	0.03993449716
340	0.03991768575
341	0.03989390612
342	0.03988584268
343	0.03987049153
344	0.03985081479
345	0.03983343426
346	0.0397879844
347	0.03977778324
348	0.03977771199
349	0.0397702754
350	0.03975712581
351	0.03974851274
352	0.0397307942
353	0.03971688668
354	0.0397035634
355	0.0397014541
356	0.03969950269
357	0.03968405992
358	0.03968119042
359	0.03966099647
360	0.03964625763
361	0.03963567818
362	0.03962971175
363	0.03961767335
364	0.03961127227
365	0.03959179094
366	0.03957228367
367	0.03953595747
368	0.0395262086
369	0.03950296158
370	0.03949652164
371	0.03947540993
372	0.03945178801
373	0.03943686809
374	0.0394171713
375	0.03940553419
376	0.03939413484
377	0.03936937991
378	0.03936164183
379	0.03935331879
380	0.03932333603
381	0.03932298747
382	0.03932261153
383	0.03929971925
384	0.03927719681
385	0.03927680767
386	0.03927015173
387	0.0392439036
388	0.03922559511
389	0.03920421624
390	0.0391894073
391	0.03917804925
392	0.03917780182
393	0.03915626798
394	0.03914295396
395	0.03912109831
396	0.03910630102
397	0.03908963435
398	0.03908238004
399	0.03907522153
400	0.03906106245
401	0.0390493395
402	0.03902972494
403	0.03901530684
404	0.03898939777
405	0.03898402601
406	0.03898398484
407	0.0389838932
408	0.03894810162
409	0.03894770682
410	0.03893535148
411	0.0389180259
412	0.03891248436
413	0.0388974718
414	0.03889739327
415	0.03889700822
416	0.03887941108
417	0.03886153849
418	0.0388477035
419	0.03884113669
420	0.03882282293
421	0.03880860778
422	0.03880829284
423	0.03880429042
424	0.03880427297
425	0.03879321653
426	0.03877462786
427	0.0387678196
428	0.03876077665
429	0.03874831511
430	0.03874595215
431	0.03873475991
432	0.03872022101
433	0.0386975051
434	0.03868417395
435	0.03868392278
436	0.03867210214
437	0.03866053284
438	0.03865759855
439	0.03862691122
440	0.03862025463
441	0.03861695611
442	0.03859793583
443	0.03856871819
444	0.0385654592
445	0.03854793347
446	0.03853436927
447	0.03852793558
448	0.03851856379
449	0.03851826038
450	0.03850559111
451	0.03848026037
452	0.03845324892
453	0.03844162003
454	0.0384330067
455	0.03842125187
456	0.03840792422
457	0.03839480374
458	0.03838046324
459	0.03837670827
460	0.03836265386
461	0.03834646261
462	0.03832823087
463	0.03832690368
464	0.03831043252
465	0.03829770148
466	0.03828407892
467	0.03828245236
468	0.0382715429
469	0.03825863201
470	0.03824881933
471	0.03824029258
472	0.03821454541
473	0.0381981694
474	0.03818663992
475	0.03816855254
476	0.03816447764
477	0.03814658587
478	0.03814591673
479	0.03811923632
480	0.03810216711
481	0.03809373372
482	0.03809314229
483	0.03807220095
484	0.03806098488
485	0.03804712168
486	0.03803508646
487	0.03803171131
488	0.03803107121
489	0.03801102624
490	0.03799903387
491	0.03798688868
492	0.03798556998
493	0.03798022525
494	0.03797218848
495	0.03795958466
496	0.03795317344
497	0.03793386785
498	0.03792112632
499	0.03790750085
500	0.03790032519
501	0.03789964305
502	0.03788838156
503	0.03788725039
504	0.03787606672
505	0.03786055838
506	0.03785042381
507	0.03783642272
508	0.03781611512
509	0.03781540235
510	0.03780687621
511	0.037793591
512	0.03778003441
513	0.03777154724
514	0.03776389931
515	0.03774782169
516	0.03773493486
517	0.03773306207
518	0.03773202711
519	0.03772960114
520	0.03771793023
521	0.03770799106
522	0.03769521036
523	0.03768575955
524	0.03768317297
525	0.03767159604
526	0.03766769078
527	0.03765618829
528	0.03764815115
529	0.03764747192
530	0.03764724842
531	0.03762619726
532	0.03761122076
533	0.03759517488
534	0.03759236221
535	0.0375741593
536	0.03757321055
537	0.03756470238
538	0.03755716026
539	0.03754450582
540	0.03754260987
541	0.03754198043
542	0.03754054688
543	0.03753144015
544	0.03751099802
545	0.0375032289
546	0.03750224779
547	0.03749547345
548	0.03749457831
549	0.03749316919
550	0.03748911528
551	0.03746903646
552	0.03746865333
553	0.03745912524
554	0.03745218013
555	0.03744868134
556	0.03743955987
557	0.0374304095
558	0.03742996324
559	0.03741667431
560	0.03739876581
561	0.03738241264
562	0.03736721542
563	0.03734794879
564	0.0373340084
565	0.03733266779
566	0.03732211879
567	0.03731513863
568	0.03731463433
569	0.03729631031
570	0.03728899338
571	0.03727546143
572	0.03726818514
573	0.03726129845
574	0.03724400849
575	0.03723426263
576	0.0372288318
577	0.03722535298
578	0.03722018043
579	0.03720467734
580	0.03719590789
581	0.03718787293
582	0.03717433109
583	0.03717366427
584	0.03717244914
585	0.03716837776
586	0.03716816172
587	0.03715627122
588	0.03713709978
589	0.03712039872
590	0.03711164734
591	0.03709650039
592	0.03709262622
593	0.03708408784
594	0.03707267439
595	0.03706023785
596	0.03705001371
597	0.03703824783
598	0.03703022877
599	0.03702295953
600	0.03702276016
601	0.03700503424
602	0.03699642442
603	0.0369875351
604	0.03697879339
605	0.03696589945
606	0.03695126784
607	0.03695103471
608	0.03694125955
609	0.03693256998
610	0.03692328608
611	0.03692319863
612	0.03690802458
613	0.03690786421
614	0.03690170213
615	0.0368957604
616	0.03688975621
617	0.03688000977
618	0.03686710139
619	0.03686691639
620	0.03686605142
621	0.03685898265
622	0.03684012531
623	0.03683980501
624	0.03683915803
625	0.03682653878
626	0.03682105061
627	0.03681342708
628	0.03680339453
629	0.03680319505
630	0.03679517544
631	0.0367909916
632	0.03677006115
633	0.03676695595
634	0.03675225205
635	0.0367363818
636	0.03672210331
637	0.03671632724
638	0.03668772385
639	0.03667689233
640	0.03666576652
641	0.03663870087
642	0.0366282485
643	0.03662794285
644	0.03662710066
645	0.03661800102
646	0.03660733801
647	0.03659619306
648	0.03658720768
649	0.03658640914
650	0.03656797833
651	0.03655914564
652	0.03655815405
653	0.03655401208
654	0.03654122322
655	0.03652533975
656	0.03651159258
657	0.03650171922
658	0.0364917804
659	0.03647872328
660	0.03647564197
661	0.03646418931
662	0.03646389018
663	0.03645661226
664	0.03645625057
665	0.03644487843
666	0.03644263084
667	0.0364307041
668	0.03642403699
669	0.03642366459
670	0.03640871826
671	0.03640811092
672	0.03640263351
673	0.03639310368
674	0.03637378906
675	0.03636117153
676	0.0363588118
677	0.03635322509
678	0.03634642997
679	0.03633211836
680	0.03632591003
681	0.03631330264
682	0.0363118141
683	0.03630344772
684	0.03628916618
685	0.0362776126
686	0.03626870437
687	0.03626494309
688	0.03625935108
689	0.03625897058
690	0.03624633616
691	0.03624245427
692	0.03624218502
693	0.03624208703
694	0.03622313316
695	0.03621540044
696	0.03621115514
697	0.03620837455
698	0.03620088385
699	0.0361896771
700	0.03618456951
701	0.03617402042
702	0.03617388626
703	0.03617028176
704	0.03616529372
705	0.03615573148
706	0.03614794732
707	0.03613599108
708	0.0361274279
709	0.0361131436
710	0.03609726694
711	0.03609481747
712	0.03607735527
713	0.0360770386
714	0.03607018671
715	0.0360545487
716	0.03605260682
717	0.03604991534
718	0.03603027531
719	0.03602963522
720	0.0360246096
721	0.03600954189
722	0.03600589684
723	0.03600235137
724	0.03599031942
725	0.0359756475
726	0.03597513466
727	0.03597339489
728	0.03597324858
729	0.03596721483
730	0.03596644062
731	0.0359604475
732	0.03595862368
733	0.03594293739
734	0.0359365958
735	0.03593000796
736	0.03592524397
737	0.03592498412
738	0.03592282043
739	0.03590831715
740	0.03589631413
741	0.03589605651
742	0.03589186746
743	0.03588968053
744	0.0358842592
745	0.0358782742
746	0.03587802845
747	0.03586955678
748	0.03586659712
749	0.03585737381
750	0.03585043166
751	0.03584531867
752	0.03583163382
753	0.03582557675
754	0.03582327312
755	0.03580866766
756	0.03580317095
757	0.03579612157
758	0.03578857497
759	0.03578527887
760	0.03577894875
761	0.0357726702
762	0.03577155375
763	0.03576723629
764	0.03576142173
765	0.0357536644
766	0.03574798747
767	0.03573430622
768	0.03573023479
769	0.03572231647
770	0.03571950792
771	0.03571911552
772	0.0357188398
773	0.03571572642
774	0.03571503412
775	0.03571472828
776	0.0357081863
777	0.0357003473
778	0.035696741
779	0.03569149145
780	0.03567963546
781	0.0356657052
782	0.03566293415
783	0.03565273604
784	0.03565195207
785	0.03564586687
786	0.03564009911
787	0.03563035176
788	0.03561767343
789	0.03561141843
790	0.03561112291
791	0.03560013983
792	0.03559045448
793	0.03558496603
794	0.03557798865
795	0.03557518964
796	0.03557081303
797	0.03556966615
798	0.03556807824
799	0.03556713022
800	0.0355620868
801	0.03555003182
802	0.03554666719
803	0.03553477698
804	0.03552505423
805	0.0355194892
806	0.0355109065
807	0.03550536987
808	0.03549749265
809	0.03547812377
810	0.03546800644
811	0.03545987987
812	0.03544611599
813	0.03543872106
814	0.0354340829
815	0.03542995446
816	0.03542616755
817	0.0354257628
818	0.03542549924
819	0.03541843789
820	0.03541711616
821	0.03541450081
822	0.03540778672
823	0.03540750552
824	0.03540167062
825	0.03539228162
826	0.03539061626
827	0.0353903475
828	0.03538643638
829	0.03537873884
830	0.03536928027
831	0.03536206144
832	0.03534985455
833	0.03534326141
834	0.03532732332
835	0.03531601974
836	0.03530645637
837	0.03528535444
838	0.03527990544
839	0.03527327453
840	0.03525720388
841	0.03524825168
842	0.03524206263
843	0.03523719599
844	0.03523023658
845	0.03522462108
846	0.03521837157
847	0.03521382635
848	0.0352070263
849	0.03520596178
850	0.03520443363
851	0.03520162334
852	0.03518994837
853	0.03518295746
854	0.03517446435
855	0.0351669246
856	0.03516348864
857	0.0351601249
858	0.03515387103
859	0.03514672638
860	0.03513920558
861	0.03513600006
862	0.03513051065
863	0.0351155257
864	0.03511451333
865	0.03510216549
866	0.03508787629
867	0.03508156216
868	0.03507208452
869	0.03506844031
870	0.0350594804
871	0.0350519918
872	0.03504698802
873	0.03503278667
874	0.03501969614
875	0.03501309206
876	0.03501213996
877	0.03500653864
878	0.03500136703
879	0.03499323178
880	0.03499227268
881	0.03498886927
882	0.03498419813
883	0.03497958272
884	0.0349721354
885	0.0349655858
886	0.03496333043
887	0.03495420782
888	0.03494681155
889	0.03494540875
890	0.03494485539
891	0.03493828083
892	0.03493719911
893	0.03493682309
894	0.03493349199
895	0.03492730971
896	0.0349141185
897	0.03490826318
898	0.0349067739
899	0.03490211859
900	0.03489859619
901	0.03489385304
902	0.03489376448
903	0.03489369527
904	0.03488773736
905	0.03488768294
906	0.03488227117
907	0.03487473334
908	0.03487051963
909	0.0348701439
910	0.03486857794
911	0.03485865201
912	0.03485325883
913	0.03485320719
914	0.03485036197
915	0.03483733304
916	0.03482998408
917	0.0348209302
918	0.03481330015
919	0.03481325959
920	0.03480192423
921	0.03479653086
922	0.03479507387
923	0.03478814277
924	0.03478144123
925	0.03477202316
926	0.03477097152
927	0.03476965378
928	0.03476150373
929	0.03475513267
930	0.03474710452
931	0.03473858454
932	0.03473192546
933	0.03472979633
934	0.03472608903
935	0.0347185096
936	0.03471847768
937	0.03471646781
938	0.03471334372
939	0.03471015005
940	0.03470945389
941	0.03470941058
942	0.03470486419
943	0.03469014729
944	0.03468693959
945	0.03468414351
946	0.0346824933
947	0.03467994073
948	0.03466958251
949	0.03466732046
950	0.03466511609
951	0.0346621372
952	0.03465862422
953	0.03465274791
954	0.03464730702
955	0.03464109771
956	0.03463799986
957	0.03463407948
958	0.03462726055
959	0.03462276932
960	0.03460933245
961	0.0346049109
962	0.03459428807
963	0.03458842307
964	0.03457651483
965	0.03456650354
966	0.03456644745
967	0.034558857
968	0.03455797237
969	0.03455713816
970	0.03455093102
971	0.03453746716
972	0.03453081114
973	0.03452290595
974	0.03451724886
975	0.03451510467
976	0.03450919451
977	0.03450619349
978	0.03450177812
979	0.03450072371
980	0.03449576216
981	0.03448155263
982	0.03447874591
983	0.03446921401
984	0.03446127544
985	0.03446106647
986	0.03445725052
987	0.03445164534
988	0.03444562732
989	0.0344434685
990	0.03444292791
991	0.03444210546
992	0.03443859825
993	0.03443550627
994	0.03443053649
995	0.0344221637
996	0.03441372826
997	0.03440982921
998	0.03440112177
999	0.03439436883
1000	0.03437818181
1001	0.03437343255
1002	0.03437133643
1003	0.03436812434
1004	0.03436578536
1005	0.03435453297
1006	0.03435231329
1007	0.03434581429
1008	0.03434345222
1009	0.03433971385
1010	0.03433877245
1011	0.03433679323
1012	0.03433500202
1013	0.03433495171
1014	0.03433121687
1015	0.0343254407
1016	0.03431335701
1017	0.03430367241
1018	0.03430098124
1019	0.03430086589
1020	0.03429689014
1021	0.03429271653
1022	0.03428748655
1023	0.03428519747
1024	0.0342832648
1025	0.03427940954
1026	0.0342793794
1027	0.0342793559
1028	0.03427201903
1029	0.03426843235
1030	0.03426565533
1031	0.03426153173
1032	0.03425635608
1033	0.0342538763
1034	0.03424924404
1035	0.03424815134
1036	0.03424576309
1037	0.03424394392
1038	0.03423843258
1039	0.03423620012
1040	0.03423156448
1041	0.0342233036
1042	0.03421723751
1043	0.03421249363
1044	0.03421164155
1045	0.03420559614
1046	0.03420556341
1047	0.0342007533
1048	0.0341923219
1049	0.03418531473
1050	0.03417957831
1051	0.03417528762
1052	0.03416280531
1053	0.03415815566
1054	0.03415490294
1055	0.0341548575
1056	0.03415015104
1057	0.03414508104
1058	0.03413997926
1059	0.03412964926
1060	0.03412885308
1061	0.03412190766
1062	0.03411781405
1063	0.03411195121
1064	0.03410587469
1065	0.03409289009
1066	0.03409286402
1067	0.03409140514
1068	0.03408663438
1069	0.03408221579
1070	0.03407545038
1071	0.03407249469
1072	0.03406830005
1073	0.03406223911
1074	0.03406072735
1075	0.03405601773
1076	0.03404918302
1077	0.03404701466
1078	0.03404550355
1079	0.03404039078
1080	0.03403996328
1081	0.03403986401
1082	0.03402929437
1083	0.03402902453
1084	0.03402469222
1085	0.03402209954
1086	0.03401288589
1087	0.03401229126
1088	0.03401227392
1089	0.03400056309
1090	0.03399846257
1091	0.03399106606
1092	0.03399097079
1093	0.03398215107
1094	0.03398051572
1095	0.03397674181
1096	0.0339733765
1097	0.03397054764
1098	0.03396546572
1099	0.03396213893
1100	0.03395348716
1101	0.03394376558
1102	0.03393807108
1103	0.03393635699
1104	0.03393520477
1105	0.0339295952
1106	0.03392777077
1107	0.03392347038
1108	0.03392011332
1109	0.03391169151
1110	0.0339108821
1111	0.03391008231
1112	0.03390511605
1113	0.03390027574
1114	0.0338946074
1115	0.03389315272
1116	0.03388991426
1117	0.03388683031
1118	0.03388376763
1119	0.03387796305
1120	0.03387424239
1121	0.03387339607
1122	0.03386736352
1123	0.03386581417
1124	0.0338630713
1125	0.03385945601
1126	0.03385373987
1127	0.03384677927
1128	0.03384304721
1129	0.03384000541
1130	0.03383501399
1131	0.03383006286
1132	0.03382690804
1133	0.03381993611
1134	0.03381406725
1135	0.03378158388
1136	0.03377744903
1137	0.03377400383
1138	0.03377348948
1139	0.03375767611
1140	0.03375086698
1141	0.0337438698
1142	0.03374074894
1143	0.03374031068
1144	0.03373882718
1145	0.03373497316
1146	0.03373307251
1147	0.03372965509
1148	0.03372883573
1149	0.03371390466
1150	0.03370987841
1151	0.03370833616
1152	0.03370529414
1153	0.03370185421
1154	0.03369605541
1155	0.03369596285
1156	0.03369217883
1157	0.03368624951
1158	0.03368278495
1159	0.03367953477
1160	0.03367818287
1161	0.03367200874
1162	0.03366768711
1163	0.03365698667
1164	0.03365492516
1165	0.03365089528
1166	0.03364227999
1167	0.03363734675
1168	0.03363620387
1169	0.03361225626
1170	0.03361057952
1171	0.03359643963
1172	0.03359172428
1173	0.03358472599
1174	0.03358008422
1175	0.03357153911
1176	0.03356708478
1177	0.03355817161
1178	0.03355593476
1179	0.03355299269
1180	0.03354990717
1181	0.0335484695
1182	0.03354408901
1183	0.03353449362
1184	0.03353192236
1185	0.03352128323
1186	0.03351404838
1187	0.03350982764
1188	0.03350470712
1189	0.03349119551
1190	0.03349073763
1191	0.03348650001
1192	0.03348500486
1193	0.03348309981
1194	0.03347331775
1195	0.03346678684
1196	0.03346636149
1197	0.03346395162
1198	0.03346292997
1199	0.03345991283
1200	0.03345729809
1201	0.03345559317
1202	0.03344952814
1203	0.03344627632
1204	0.03344569749
1205	0.03344499757
1206	0.03343940506
1207	0.03343820792
1208	0.0334360351
1209	0.03343395446
1210	0.03342918503
1211	0.03342625584
1212	0.03342323994
1213	0.03341878471
1214	0.03341619953
1215	0.03339915572
1216	0.03339226571
1217	0.03339169883
1218	0.03338276887
1219	0.03338009939
1220	0.03337421641
1221	0.03337091038
1222	0.03336561861
1223	0.03334935605
1224	0.03334554969
1225	0.03334223596
1226	0.03333813385
1227	0.0333307873
1228	0.03332666992
1229	0.03332401982
1230	0.03330789713
1231	0.03330419418
1232	0.03330142098
1233	0.0332970201
1234	0.03329534398
1235	0.03329224508
1236	0.03328376478
1237	0.03328169166
1238	0.03327702138
1239	0.0332719547
1240	0.03326787896
1241	0.03326223926
1242	0.03325999891
1243	0.03325721068
1244	0.03325520529
1245	0.03325076364
1246	0.03324763947
1247	0.03324392509
1248	0.0332431534
1249	0.03324196164
1250	0.03324149599
1251	0.0332381252
1252	0.03323550805
1253	0.03323000635
1254	0.03322426767
1255	0.03321721096
1256	0.03321417741
1257	0.03321032982
1258	0.03320901717
1259	0.03320436458
1260	0.03319936875
1261	0.03319569142
1262	0.03319359939
1263	0.03318764657
1264	0.03318561319
1265	0.03318343847
1266	0.03318254342
1267	0.03318185837
1268	0.03317738644
1269	0.03317060419
1270	0.03316449427
1271	0.03316033513
1272	0.03315322117
1273	0.03315004313
1274	0.03314708949
1275	0.03314377016
1276	0.03313916537
1277	0.03313668157
1278	0.033132401
1279	0.03312317679
1280	0.0331198828
1281	0.03311448172
1282	0.03311018657
1283	0.033106874
1284	0.03310387206
1285	0.03310191891
1286	0.03309957892
1287	0.03309706881
1288	0.03309381472
1289	0.0330914546
1290	0.03308645917
1291	0.03308131717
1292	0.03308060045
1293	0.03307836385
1294	0.03307387747
1295	0.03306760485
1296	0.03306457643
1297	0.03306368975
1298	0.0330494884
1299	0.03304586788
1300	0.03303711249
1301	0.03303421323
1302	0.03302774715
1303	0.03302550043
1304	0.03302318281
1305	0.03301935438
1306	0.03301658503
1307	0.03301057111
1308	0.033009445
1309	0.03300355944
1310	0.03300014086
1311	0.03299615054
1312	0.03299153139
1313	0.03299081894
1314	0.03298572571
1315	0.03297743905
1316	0.03297322899
1317	0.03297229877
1318	0.03297064217
1319	0.03296616447
1320	0.03296582598
1321	0.03296182174
1322	0.03295947727
1323	0.03295087468
1324	0.03294726495
1325	0.03294450795
1326	0.03293004752
1327	0.03292631107
1328	0.03292517289
1329	0.03291788043
1330	0.03290667837
1331	0.03290638457
1332	0.03290324773
1333	0.03289433442
1334	0.03289166587
1335	0.03288749355
1336	0.03288315337
1337	0.03287944092
1338	0.03286584399
1339	0.0328618572
1340	0.03284930149
1341	0.03284577611
1342	0.03284252874
1343	0.03283882083
1344	0.03283656984
1345	0.03282389263
1346	0.03281830557
1347	0.03280579918
1348	0.03279900068
1349	0.03279275841
1350	0.0327885288
1351	0.03278567637
1352	0.03276966947
1353	0.03276845504
1354	0.03276728078
1355	0.03276543368
1356	0.0327609497
1357	0.03275858701
1358	0.03275074362
1359	0.03274732678
1360	0.03274047264
1361	0.03273713829
1362	0.03273121195
1363	0.03273055304
1364	0.03272715755
1365	0.03272517395
1366	0.03271768204
1367	0.03271529292
1368	0.03271095139
1369	0.03270804234
1370	0.03270609462
1371	0.03268318297
1372	0.03267153063
1373	0.03266993028
1374	0.0326641176
1375	0.03266001058
1376	0.03265862835
1377	0.0326504332
1378	0.03264628636
1379	0.03264528177
1380	0.03263588827
1381	0.03262966582
1382	0.03261890006
1383	0.03261586194
1384	0.03261335543
1385	0.03260129368
1386	0.03259924263
1387	0.03259728196
1388	0.03259573582
1389	0.03259221336
1390	0.03259090124
1391	0.03258696131
1392	0.03258597286
1393	0.03258373504
1394	0.03257899128
1395	0.03257524403
1396	0.03257180487
1397	0.0325706066
1398	0.03256908131
1399	0.03256769664
1400	0.03256159381
1401	0.03255672313
1402	0.03255349663
1403	0.0325507182
1404	0.03254873033
1405	0.0325443336
1406	0.03254259448
1407	0.03253993999
1408	0.03253702506
1409	0.03253660315
1410	0.03253426811
1411	0.03253198647
1412	0.03252860362
1413	0.03252732506
1414	0.03251938963
1415	0.03251529364
1416	0.03251070605
1417	0.0325048415
1418	0.03250057263
1419	0.03249399189
1420	0.03249155497
1421	0.03248117873
1422	0.03247949002
1423	0.03247634111
1424	0.03247132068
1425	0.03246857469
1426	0.03246785378
1427	0.03246574599
1428	0.03245997732
1429	0.03245788727
1430	0.03245477345
1431	0.03245249464
1432	0.03245006398
1433	0.03244927355
1434	0.03244568744
1435	0.03243971357
1436	0.03243558807
1437	0.03243416063
1438	0.03243031174
1439	0.03242665977
1440	0.03241944499
1441	0.03241537579
1442	0.03241238873
1443	0.03240675952
1444	0.03239975798
1445	0.03239695002
1446	0.03238570065
1447	0.03238074667
1448	0.03237930474
1449	0.03237695151
1450	0.03237169772
1451	0.03236959792
1452	0.0323663448
1453	0.03236144568
1454	0.032358217
1455	0.03235540787
1456	0.03235025638
1457	0.03234573883
1458	0.03234272569
1459	0.03234168739
1460	0.03234039904
1461	0.03233724302
1462	0.0323353004
1463	0.032333087
1464	0.03232695179
1465	0.03232666231
1466	0.03232542462
1467	0.03232321355
1468	0.03232040248
1469	0.03231111116
1470	0.03230874462
1471	0.0323049727
1472	0.03230204282
1473	0.03230199181
1474	0.03229807017
1475	0.03228773533
1476	0.0322807851
1477	0.03227487893
1478	0.0322740173
1479	0.03227147632
1480	0.03226718122
1481	0.0322661699
1482	0.03225841614
1483	0.03225487277
1484	0.03225180713
1485	0.032251008
1486	0.03224574226
1487	0.03224543599
1488	0.03222761024
1489	0.03222545511
1490	0.0322232966
1491	0.03222066909
1492	0.03221415062
1493	0.03221264936
1494	0.03220821231
1495	0.03220482151
1496	0.03220164151
1497	0.0321945484
1498	0.03219367612
